FTTH;ID
1000009228;
1000014406;2
1000014150;40
1000014201;45
1000014195;36
1000014202;4
1000014203;44
1000009419;51
1000014205;59
1000014209;62
1000014211;7
1000014212;18
1000014213;49
1000014250;13
1000014257;20
1000014264;25
1000014306;23
1000014407;12
1000014431;31
1000014007;55
