FTTH;ID
1000014007;2
1000088891;3
1000014064;25
1000014004;29
1000014005;30
1000009253;31
1000014153;33
4,50006E+11;34
1000014184;38
1000009312;16
1000009324;17
1000009256;18
1000014147;20
1000009333;21
1000009273;25
1000009274;26
1000009303;27
1000009307;29
1000014144;30
1000009334;31
1000014148;32
1000009337;33
1000014166;34
1000014167;35
1000009346;36
1000009357;37
1000014169;38
1000014170;39
1000014171;40
1000014172;41
1000014173;42
1000014187;43
